GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),0-100mph Time(s),Actual engine % torque(%),Fuel Remaining (Calculated from vehicle profile)(%),Engine Load(Absolute)(%),Kilometers Per Litre(Instant)(kpl),Timing Advance(°),Engine Load(%),Litres Per 100 Kilometer(Instant)(l/100km),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),Distance to empty (Estimated)(km),Fuel used (trip)(l),Fuel Trim Bank 1 Long Term(%),Fuel trim bank 1 sensor 1(%),Fuel trim bank 1 sensor 2(%),Fuel trim bank 1 sensor 3(%),Fuel trim bank 1 sensor 4(%),Fuel Trim Bank 1 Short Term(%),Fuel Trim Bank 2 Long Term(%),Fuel trim bank 2 sensor 1(%),Fuel trim bank 2 sensor 2(%),Fuel trim bank 2 sensor 3(%),Fuel trim bank 2 sensor 4(%),Fuel Trim Bank 2 Short Term(%),Fuel cost (trip)(cost),Cost per mile/km (Instant)(€/km),Cost per mile/km (Trip)(€/km),CO₂ in g/km (Instantaneous)(g/km),CO₂ in g/km (Average)(g/km),GPS vs OBD Speed difference(km/h),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Distance travelled with MIL/CEL lit(km),Distance travelled since codes cleared(km),DPF Temperature(°C),Drivers demand engine % torque(%),Volumetric Efficiency (Calculated)(%),EGR Commanded(%),Engine reference torque(Nm),EGR Error(%),Ethanol Fuel %(%),Fuel flow rate/minute(cc/min),Fuel flow rate/hour(l/hr),Fuel Rate (direct from ECU)(L/m),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,Hybrid Battery Charge (%)(%),Fuel Level (From Engine ECU)(%),O2 Sensor1 Equivalence Ratio,O2 Sensor1 Equivalence Ratio(alternate),O2 Sensor2 Equivalence Ratio,O2 Sensor3 Equivalence Ratio,O2 Sensor4 Equivalence Ratio,O2 Sensor5 Equivalence Ratio,O2 Sensor6 Equivalence Ratio,O2 Sensor7 Equivalence Ratio,O2 Sensor8 Equivalence Ratio,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 1 sensor 3(V),O2 Volts Bank 1 sensor 4(V),O2 Volts Bank 2 sensor 1(V),O2 Volts Bank 2 sensor 2(V),O2 Volts Bank 2 sensor 3(V),O2 Volts Bank 2 sensor 4(V),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Barometer (on Android device)(mb),Barometric pressure (from vehicle)(psi),Fuel pressure(psi),Intake Manifold Pressure(psi),Fuel Rail Pressure(psi),Fuel Rail Pressure (relative to manifold vacuum)(psi),Turbo Boost & Vacuum Gauge(psi),Evap System Vapour Pressure(Pa),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Commanded Equivalence Ratio(lambda),Torque(Nm),Horsepower (At the wheels)(hp),Engine kW (At the wheels)(kW),0-100kph Time(s),0-200kph Time(s),0-30mph Time(s),0-60mph Time(s),1/4 mile time(s),1/8 mile time(s),100-0kph Time(s),40-60mph Time(s),60-0mph Time(s),60-120mph Time(s),60-130mph Time(s),60-80mph Time(s),80-100mph Time(s),80-120kph Time(s),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Mass Air Flow Rate(g/s),Ambient air temp(°C),Catalyst Temperature (Bank 1 Sensor 1)(°C),Catalyst Temperature (Bank 1 Sensor 2)(°C),Catalyst Temperature (Bank 2 Sensor 1)(°C),Catalyst Temperature (Bank 2 Sensor 2)(°C),Intake Air Temperature(°C),Exhaust Gas Temperature 1(°C),Exhaust Gas Temperature 2(°C),Engine Oil Temperature(°C),Engine Coolant Temperature(°C),Transmission Temperature(Method 1)(°C),Transmission Temperature(Method 2)(°C),Trip time(whilst stationary)(s),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Run time since engine start(s),Voltage (OBD Adapter)(V),Voltage (Control Module)(V),O2 Sensor1 wide-range Voltage,O2 Sensor2 wide-range Voltage,O2 Sensor3 wide-range Voltage,O2 Sensor4 wide-range Voltage,O2 Sensor5 wide-range Voltage,O2 Sensor6 wide-range Voltage,O2 Sensor7 wide-range Voltage,O2 Sensor8 wide-range Voltage,Speed (GPS)(km/h),Speed (OBD)(km/h),Average trip speed(whilst stopped or moving)(km/h),Average trip speed(whilst moving only)(km/h)
Sun May 14 12:28:52 GMT+02:00 2017,14-mag-2017 12:28:52.038,14.412986080474525,40.90910034001358,0.04303624,3.0,107.76740860982302,11.946137,-0.04788403,9.81622696,-1.0534488,0.02005351,-,-,42.72509003,34.50980377,0,-2.5,41.17647171,-,11.68005848,8.5614233,10.77392292,9.28147697,30.43481064,0,32.99451447,1474.64892578,0.09331635,0,-3.90625,0,-,-,-1.5625,-,-,-,-,-,-,0.01724244,∞,0.03803279,-,536.89971924,0.07245687,0.72960925,206.95889282,0,13155,-,-,-,-,-,-,-,22.44059372,1.34643567,-,819.25,3,107.76741028,40.90909958,14.4129858,11.94613743,19,-,0,-,1,-,-,-,-,-,-,-,0.755,0.69499999,-,-,-,-,-,-,5.88235283,-,20,19.6078434,-,0,-,-,14.64881134,-,6.81677389,30072.125,-,-7.83203745,-,14.69999981,-,1,-,-,-,-,-,-,-,-,-,23.98699951,-,23.98699951,-,-,-,-,-,0.02538195,0.01269096,-0.01073852,-0.00146544,-,23,562.20001221,-,-,-,34,-,-,-,67,-,-,62.88700104,188,125.54299927,191,-,13.25,-,-,-,-,-,-,-,-,0.15493046,0,14.72972965,21.79999924
Sun May 14 12:28:53 GMT+02:00 2017,14-mag-2017 12:28:52.541,14.412985649334615,40.909100776884046,0.06910114,3.0,107.76854373453797,11.946137,0.01915361,9.78749657,-1.02471828,0.00724841,-,-,42.72509003,34.50980377,0,-2.5,41.17647171,-,11.68005848,8.5614233,10.77392292,9.28147697,30.43481064,0,32.99451447,1474.64892578,0.09331635,0,-3.90625,0,-,-,-1.5625,-,-,-,-,-,-,0.01724244,∞,0.03803279,-,536.89971924,0.07245687,0.72960925,206.95889282,0,13155,-,-,-,-,-,-,-,22.44059372,1.34643567,-,819.25,3,107.76854706,40.90909958,14.4129858,11.94613743,19,-,0,-,1,-,-,-,-,-,-,-,0.755,0.69499999,-,-,-,-,-,-,5.88235283,-,20,19.6078434,-,0,-,-,14.64881134,-,6.81677389,30072.125,-,-7.83203745,-,14.69999981,-,1,-,-,-,-,-,-,-,-,-,23.98699951,-,23.98699951,-,-,-,-,-,0.01269098,0.00292868,-0.00585737,-0.01084245,-,23,562.20001221,-,-,-,34,-,-,-,67,-,-,62.94200134,188,125.54299927,191,-,13.25,-,-,-,-,-,-,-,-,0.2487641,0,14.72972965,21.79999924
Sun May 14 12:28:53 GMT+02:00 2017,14-mag-2017 12:28:53.041,14.412985649334615,40.909100776884046,0.06910114,3.0,107.76854373453797,11.946137,-1.26413846,9.75876617,-0.58418524,0.0072349,-,-,42.72509003,34.50980377,0,-2.5,41.17647171,-,11.68005848,8.5614233,10.77392292,9.28147697,30.43481064,0,32.99451447,1474.64892578,0.09331635,0,-3.90625,0,-,-,-1.5625,-,-,-,-,-,-,0.01724244,∞,0.03803279,-,536.89971924,0.07245687,0.72960925,206.95889282,0,13155,-,-,-,-,-,-,-,22.44059372,1.34643567,-,819.25,3,107.76854706,40.90909958,14.4129858,11.94613743,19,-,0,-,1,-,-,-,-,-,-,-,0.755,0.69499999,-,-,-,-,-,-,5.88235283,-,20,19.6078434,-,0,-,-,14.64881134,-,6.81677389,30072.125,-,-7.83203745,-,14.69999981,-,1,-,-,-,-,-,-,-,-,-,23.98699951,-,23.98699951,-,-,-,-,-,0.06638357,0.00195246,-0.00878606,-0.01379081,-,23,556.59997559,-,-,-,34,-,-,-,67,-,-,63.6969986,189,125.54299927,191,-,13.25,-,-,-,-,-,-,-,-,0.2487641,0,14.72972965,21.79999924
Sun May 14 12:28:54 GMT+02:00 2017,14-mag-2017 12:28:53.541,14.412985855448493,40.90910094731734,0.005624832,3.0,107.7687766939062,11.946137,-0.61291564,9.54807663,-0.81402856,-0.00751156,-,-,42.72509003,34.50980377,0,-2.5,41.17647171,-,11.68005848,8.5614233,10.77392292,9.28147697,30.43481064,0,32.99451447,1474.64892578,0.09331635,0,-3.90625,0,-,-,-1.5625,-,-,-,-,-,-,0.01724244,∞,0.03803279,-,536.89971924,0.07245687,0.72960925,206.95889282,0,13155,-,-,-,-,-,-,-,22.44059372,1.34643567,-,819.25,3,107.76877594,40.90909958,14.4129858,11.94613743,20,-,0,-,1,-,-,-,-,-,-,-,0.755,0.69499999,-,-,-,-,-,-,5.88235283,-,20,19.6078434,-,0,-,-,14.64881134,-,6.81677389,30072.125,-,-7.83203745,-,14.69999981,-,1,-,-,-,-,-,-,-,-,-,23.98699951,-,23.98699951,-,-,-,-,-,0.04978768,-0.00097623,-0.01561966,-0.01563033,-,23,556.59997559,-,-,-,34,-,-,-,67,-,-,64.28600311,189,125.54299927,191,-,13.25,-,-,-,-,-,-,-,-,0.02024939,0,14.72972965,21.79999924
Sun May 14 12:28:54 GMT+02:00 2017,14-mag-2017 12:28:54.042,14.412985855448493,40.90910094731734,0.005624832,3.0,107.7687766939062,11.946137,-0.63206923,9.70130539,-0.83318222,0.00896187,-,-,42.72509003,34.50980377,0,-2.5,41.17647171,-,11.68005848,8.5614233,10.77392292,9.28147697,30.43481064,0,32.99451447,1474.64892578,0.09331635,0,-3.90625,0,-,-,-1.5625,-,-,-,-,-,-,0.01724244,∞,0.03803279,-,536.89971924,0.07245687,0.72960925,206.95889282,0,13155,-,-,-,-,-,-,-,22.44059372,1.34643567,-,819.25,3,107.76877594,40.90909958,14.4129858,11.94613743,20,-,0,-,1,-,-,-,-,-,-,-,0.755,0.69499999,-,-,-,-,-,-,5.88235283,-,20,19.6078434,-,0,-,-,14.64881134,-,6.81677389,30072.125,-,-7.83203745,-,14.69999981,-,1,-,-,-,-,-,-,-,-,-,23.98699951,-,23.98699951,-,-,-,-,-,0.02245327,0.02147702,-0.02050081,0.00842787,-,23,556.59997559,-,-,-,34,-,-,-,67,-,-,64.91200256,190,125.54299927,191,-,13.25,-,-,-,-,-,-,-,-,0.02024939,0,14.72972965,21.79999924
Sun May 14 12:28:55 GMT+02:00 2017,14-mag-2017 12:28:54.541,14.412985675453042,40.90910097629528,2.314562E-4,3.0,107.76876082531173,11.946137,-0.50757074,9.57680702,-0.92895025,-0.00416404,-,-,42.72509003,34.50980377,0,-2.5,41.17647171,-,11.68005848,8.5614233,10.77392292,9.28147697,30.43481064,0,32.99451447,1474.64892578,0.09331635,0,-3.90625,0,-,-,-1.5625,-,-,-,-,-,-,0.01724244,∞,0.03803279,-,536.89971924,0.07245687,0.72960925,206.95889282,0,13155,-,-,-,-,-,-,-,22.44059372,1.34643567,-,819.25,3,107.76876068,40.90909958,14.4129858,11.94613743,20,-,0,-,1,-,-,-,-,-,-,-,0.755,0.69499999,-,-,-,-,-,-,5.88235283,-,20,19.6078434,-,0,-,-,14.64881134,-,6.81677389,30072.125,-,-7.83203745,-,14.69999981,-,1,-,-,-,-,-,-,-,-,-,23.98699951,-,23.98699951,-,-,-,-,-,0.07907455,0.02245324,-0.02147704,0.00780162,-,23,556.59997559,-,-,-,34,-,-,-,67,-,-,65.375,190,125.54299927,196,-,13.25,-,-,-,-,-,-,-,-,0.00083324,0,14.72972965,21.79999924
Sun May 14 12:28:55 GMT+02:00 2017,14-mag-2017 12:28:55.046,14.412985675453042,40.90910097629528,2.314562E-4,3.0,107.76876082531173,11.946137,-1.31202257,9.14585018,-0.22984336,0.00643761,-,-,42.72509003,34.50980377,0,-2.5,41.17647171,-,11.68001461,8.56145573,10.76005745,9.29343796,30.39564133,0,32.99438858,1474.62158203,0.09517644,0,-3.90625,0,-,-,-1.5625,-,-,-,-,-,-,0.01758614,∞,0.0387909,-,536.89971924,0.07245687,0.72960925,206.95889282,0,13155,-,-,-,-,-,-,-,23.0971756,1.38583052,-,819.25,3,107.76876068,40.90909958,14.4129858,11.94613743,20,-,0,-,1,-,-,-,-,-,-,-,0.755,0.69499999,-,-,-,-,-,-,5.88235283,-,20,19.6078434,-,0,-,-,14.64881134,-,6.96181154,30072.125,-,-7.6869998,-,14.69999981,-,1,-,-,-,-,-,-,-,-,-,23.98699951,-,23.98699951,-,-,-,-,-,-0.05271637,-0.04685904,0.06345488,-0.05754388,-,23,556.59997559,-,-,-,34,-,-,-,67,-,-,65.90699768,191,125.54299927,196,-,13.25,-,-,-,-,-,-,-,-,0.00083324,0,14.72972965,21.79999924
Sun May 14 12:28:56 GMT+02:00 2017,14-mag-2017 12:28:55.562,14.412985708080285,40.909100915301224,0.0070091784,3.0,107.76891031571544,11.946137,-0.61291564,9.0788126,-0.65122288,0.00604782,-,-,42.7244606,34.50980377,0,-2.5,41.96078491,-,11.68001461,8.56145573,10.76005745,9.29343796,30.39564133,0,32.99438858,1474.62158203,0.09517644,0,-3.90625,0,-,-,-1.5625,-,-,-,-,-,-,0.01758614,∞,0.0387909,-,536.89971924,0.02523304,0.72960925,206.95889282,0,13155,-,-,-,-,-,-,-,23.0971756,1.38583052,-,790,3,107.76891327,40.90909958,14.4129858,11.94613743,20,-,0,-,1,-,-,-,-,-,-,-,0.755,0.69499999,-,-,-,-,-,-,5.88235283,-,20,19.6078434,-,0,-,-,14.64881134,-,6.96181154,30072.125,-,-7.6869998,-,14.69999981,-,1,-,-,-,-,-,-,-,-,-,23.98699951,-,23.98699951,-,-,-,-,-,0.01269098,-0.02245324,-0.00976229,-0.03567179,-,23,556.59997559,-,-,-,34,-,-,-,67,-,-,66.38999939,191,125.54299927,196,-,13.25,-,-,-,-,-,-,-,-,0.02523304,0,14.34210491,21.79999924
Sun May 14 12:28:56 GMT+02:00 2017,14-mag-2017 12:28:56.041,14.412985708080285,40.909100915301224,0.0070091784,3.0,107.76891031571544,11.946137,-0.57460839,10.72602367,-1.52271223,0.11955297,-,-,42.7244606,34.50980377,0,6,41.96078491,-,11.68001461,8.56145573,10.76005745,9.29343796,30.39564133,0,32.99438858,1474.62158203,0.09517644,0,-3.90625,0,-,-,-1.5625,-,-,-,-,-,-,0.01758614,∞,0.0387909,-,536.89971924,0.02523304,0.72960925,206.95889282,0,13155,-,-,-,-,-,-,-,23.0971756,1.38583052,-,790,3,107.76891327,40.90909958,14.4129858,11.94613743,20,-,0,-,1,-,-,-,-,-,-,-,0.755,0.69499999,-,-,-,-,-,-,5.88235283,-,20,19.6078434,-,0,-,-,14.64881134,-,6.96181154,30072.125,-,-7.6869998,-,14.69999981,-,1,-,-,-,-,-,-,-,-,-,23.98699951,-,23.98699951,-,-,-,-,-,0.01757212,-0.05955001,0.01561967,-0.07513911,-,23,556.59997559,-,-,-,34,-,-,-,67,-,-,66.6969986,192,125.54299927,196,-,13.25,-,-,-,-,-,-,-,-,0.02523304,0,14.34210491,21.79999924
Sun May 14 12:28:57 GMT+02:00 2017,14-mag-2017 12:28:56.541,14.412986034509935,40.90910091338838,0.0122171445,3.0,107.7680333755794,11.946137,-0.48841715,10.45787334,-1.18752408,0.01597905,-,-,42.7244606,34.50980377,0,6,41.96078491,-,11.68001461,8.56145573,10.76005745,9.29343796,30.39564133,0,32.99438858,1474.62158203,0.09517644,0,-3.90625,0,-,-,-1.5625,-,-,-,-,-,-,0.01758614,∞,0.0387909,-,536.89971924,0.02523304,0.72960925,206.95889282,0,13155,-,-,-,-,-,-,-,23.0971756,1.38583052,-,790,3,107.76803589,40.90909958,14.4129858,11.94613743,20,-,0,-,1,-,-,-,-,-,-,-,0.755,0.69499999,-,-,-,-,-,-,5.88235283,-,20,19.6078434,-,0,-,-,14.64881134,-,6.96181154,30072.125,-,-7.6869998,-,14.69999981,-,1,-,-,-,-,-,-,-,-,-,23.98699951,-,23.98699951,-,-,-,-,-,0.0136672,0.03514421,-0.01269098,0.02175042,-,23,556.59997559,-,-,-,34,-,-,-,67,-,-,67.01799774,192,125.54299927,196,-,13.25,-,-,-,-,-,-,-,-,0.04398172,0,14.34210491,21.79999924
